reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,19628,NCT01280201,OG000,Arm of Pazopanib,neuroendocrine,1L,targeted_therapy,False,no,9.09091,ctgov,Radiological Objective Complete Response Rate,Radiological Objective Complete Response Rate,,,4,44.0,9.090909090909092,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01280201,https://clinicaltrials.gov/api/v2/studies/NCT01280201
ctgov_verified_orr_like,19632,NCT02257541,OG000,"Phase 1b, Dose Level -1",sarcoma_gist_bone,1L,targeted_therapy,False,no,33.3333,ctgov,Phase Ib Portion: Response Rate (RR),Phase Ib Portion: Response Rate (RR),Partial Response/PR,,1,3.0,33.33333333333333,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02257541,https://clinicaltrials.gov/api/v2/studies/NCT02257541
ctgov_verified_orr_like,19633,NCT02257541,OG002,"Phase 1b, Dose Level 2",sarcoma_gist_bone,1L,targeted_therapy,False,no,0,ctgov,Phase Ib Portion: Response Rate (RR),Phase Ib Portion: Response Rate (RR),Partial Response/PR,,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02257541,https://clinicaltrials.gov/api/v2/studies/NCT02257541
ctgov_verified_orr_like,19781,NCT03837353,OG002__cohort_2a_1_dkn_01_300mg_9c72c1ce,Cohort 2A.1 (DKN-01 300mg),prostate,1L,targeted_therapy,False,no,0,ctgov,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,,,0,2.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03837353,https://clinicaltrials.gov/api/v2/studies/NCT03837353
ctgov_verified_orr_like,19782,NCT03837353,OG004,Cohort 2A.2 (DKN-01 600mg),prostate,1L,targeted_therapy,False,no,0,ctgov,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,,,0,4.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03837353,https://clinicaltrials.gov/api/v2/studies/NCT03837353
ctgov_verified_orr_like,19784,NCT03837353,OG005,Cohort 2B (DKN-01 600mg [Phase 2 Dose]),prostate,1L,targeted_therapy,False,no,0,ctgov,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,Number of Participants With a Best Overall Response of Complete Response (iCR) or Partial Response (iPR) Per iRECIST by End of Long-Term Follow-Up Period,,,0,3.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03837353,https://clinicaltrials.gov/api/v2/studies/NCT03837353
ctgov_verified_orr_like,19894,NCT01121406,OG000__volasertib_bi_6727_47fa2acf,Volasertib (BI 6727),ovarian_fallopian_peritoneal,3L+,targeted_therapy,False,no,12.963,ctgov,Best Overall Response,Best Overall Response,PR- Measurable disease,,7,54.0,12.962962962962962,33,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01121406,https://clinicaltrials.gov/api/v2/studies/NCT01121406
ctgov_verified_orr_like,20082,NCT00390416,OG000,"Docetaxel, Cisplatin, Fluorouracil, Bevacizumab, Leucovorin",gastric_gej,1L,chemotherapy;targeted_therapy;antibody_biologic,False,no,67,ctgov,Patients With Measurable Disease the Confirmed Response Rate,Patients With Measurable Disease the Confirmed Response Rate,Confirmed Response Rate,,67,39.0,67.0,57,disease_therapy;fallback_global_therapy;global_therapy,breast::bortezomib;breast::doxorubicin;breast::erlotinib;breast::gefitinib;breast::gemcitabine;breast::paclitaxel;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::irinotecan;gastric::lapatinib;gastric::pemetrexed;gastric::regorafenib;gastric::sunitinib;hnscc::methotrexate;nsclc::afatinib;nsclc::bortezomib;nsclc::epirubicin;nsclc::erlotinib;nsclc::gefitinib;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::lapatinib;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;nsclc::vandetanib;nsclc::volasertib;ovarian::altretamine;ovarian::bortezomib;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::sunitinib;ovarian::temsirolimus;ovarian::topotecan;pdac::abemaciclib;pdac::erlotinib;pdac::gemcitabine;pdac::sunitinib;prostate::mitoxantrone;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00390416,https://clinicaltrials.gov/api/v2/studies/NCT00390416
ctgov_verified_orr_like,20377,NCT02504892,OG000,Birt-Hogg-Dube Syndrome,renal,2L+,targeted_therapy,False,no,0,ctgov,Overall Response Rate With Everolimus Treatment.,Overall Response Rate With Everolimus Treatment.,Complete Response,,0,3.0,0.0,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02504892,https://clinicaltrials.gov/api/v2/studies/NCT02504892
ctgov_verified_orr_like,20480,NCT00243074,OG000__azd2171_cediranib_maleate_cef403de,AZD2171 (Cediranib Maleate),mesothelioma,2L+,targeted_therapy,False,no,9,ctgov,Overall Response Rate,Overall Response Rate,,,9,47.0,9.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00243074,https://clinicaltrials.gov/api/v2/studies/NCT00243074
ctgov_verified_orr_like,20488,NCT02127710,OG000__c_met_positive_600mg_azd6094_po_34df6f18,c-MET Positive [600mg AZD6094 po],renal,2L+,targeted_therapy,False,no,8.10811,ctgov,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,,Partial Response,3,37.0,8.108108108108109,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02127710,https://clinicaltrials.gov/api/v2/studies/NCT02127710
ctgov_verified_orr_like,20489,NCT02127710,OG001__c_met_negative_600mg_azd6094_po_b7915d0b,c-MET Negative [600mg AZD6094 po],renal,2L+,targeted_therapy,False,no,0,ctgov,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,Objective Response Rate (RECIST Version 1.1),,Complete Response,0,109.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02127710,https://clinicaltrials.gov/api/v2/studies/NCT02127710
ctgov_verified_orr_like,20490,NCT02127710,OG002,c-MET Status Unknown [600mg AZD6094 po],renal,2L+,targeted_therapy,False,no,0,ctgov,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,,Complete Response,0,8.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02127710,https://clinicaltrials.gov/api/v2/studies/NCT02127710
ctgov_verified_orr_like,20491,NCT02127710,OG003,Total [600mg AZD6094 po],renal,2L+,targeted_therapy,False,no,3.52941,ctgov,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,Objective Response Rate (RECIST Version 1.1) Stratified by c-MET Status in Efficacy Analysis Set,,Partial Response,3,85.0,3.5294117647058822,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02127710,https://clinicaltrials.gov/api/v2/studies/NCT02127710
ctgov_verified_orr_like,20667,NCT00688623,OG000,Everolimus,neuroendocrine,1L,targeted_therapy,False,no,0,ctgov,Percentage of Participants With Objective Response Rate at 12 Months - Per Protocol Set (PP),Percentage of Participants With Objective Response Rate at 12 Months - Per Protocol Set (PP),,,0.0,60.0,0.0,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00688623,https://clinicaltrials.gov/api/v2/studies/NCT00688623
ctgov_verified_orr_like,20669,NCT00464620,OG000__gist_dasatinib_70_mg_twice_daily_e696eaf9,"GIST: Dasatinib, 70 mg, Twice Daily",sarcoma_gist_bone,neoadjuvant,targeted_therapy,False,no,25,ctgov,Response Rate: Number of Participants With Objective Tumor Response,Response Rate: Number of Participants With Objective Tumor Response,,,12,48.0,25.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00464620,https://clinicaltrials.gov/api/v2/studies/NCT00464620
ctgov_verified_orr_like,20670,NCT00464620,OG001__aggressive_subtypes_dasatinib_70_mg__0b449e50,"Aggressive Subtypes: Dasatinib, 70 mg, Twice Daily",sarcoma_gist_bone,neoadjuvant,targeted_therapy,False,no,7.07071,ctgov,Response Rate: Number of Participants With Objective Tumor Response,Response Rate: Number of Participants With Objective Tumor Response,,,14,198.0,7.07070707070707,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00464620,https://clinicaltrials.gov/api/v2/studies/NCT00464620
ctgov_verified_orr_like,20671,NCT00464620,OG002__indolent_subtype_dasatinib_70_mg_twi_80e882a2,"Indolent Subtype: Dasatinib, 70 mg, Twice Daily",sarcoma_gist_bone,neoadjuvant,targeted_therapy,False,no,18.3486,ctgov,Response Rate: Number of Participants With Objective Tumor Response,Response Rate: Number of Participants With Objective Tumor Response,,,20,109.0,18.34862385321101,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00464620,https://clinicaltrials.gov/api/v2/studies/NCT00464620
ctgov_verified_orr_like,20860,NCT03047213,OG000__tsc_mutation_2_d664f422,TSC Mutation 2,bladder_urothelial,neoadjuvant,targeted_therapy,False,no,0,ctgov,Overall Response Rate (TSC2 Patients),Overall Response Rate (TSC2 Patients),,,0,3.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03047213,https://clinicaltrials.gov/api/v2/studies/NCT03047213
